timestamp,user,action,department_accessed,file_size_mb,location,device,success,is_anomaly,hour,day_of_week,is_weekend,is_night
2024-01-01 09:33:11,alice.williams,file_access,HR,0,San Francisco,laptop_3,True,False,9,Monday,False,False
2024-01-01 09:33:46,alice.williams,email_sent,HR,0,London,laptop_2,True,False,9,Monday,False,False
2024-01-01 09:35:33,john.smith,download,Engineering,32,San Francisco,laptop_3,True,False,9,Monday,False,False
2024-01-01 09:37:34,alice.williams,login,HR,0,San Francisco,laptop_2,True,False,9,Monday,False,False
2024-01-01 09:42:16,charlie.brown,file_access,IT,0,San Francisco,laptop_2,True,False,9,Monday,False,False
2024-01-01 09:44:15,charlie.brown,login,IT,0,NYC,laptop_2,True,False,9,Monday,False,False
2024-01-01 09:45:50,bob.johnson,file_access,Finance,0,London,laptop_2,True,False,9,Monday,False,False
2024-01-01 09:48:57,alice.williams,login,HR,0,NYC,laptop_2,True,False,9,Monday,False,False
2024-01-01 09:50:03,charlie.brown,login,IT,0,NYC,laptop_1,True,False,9,Monday,False,False
2024-01-01 09:53:53,john.smith,email_sent,Engineering,0,San Francisco,laptop_2,True,False,9,Monday,False,False
2024-01-01 09:56:22,john.smith,login,Engineering,0,NYC,laptop_3,True,False,9,Monday,False,False
2024-01-01 09:57:28,charlie.brown,download,IT,71,San Francisco,laptop_1,True,False,9,Monday,False,False
2024-01-01 09:58:11,charlie.brown,file_access,IT,0,NYC,laptop_1,True,False,9,Monday,False,False
2024-01-01 09:58:32,alice.williams,file_access,HR,0,San Francisco,laptop_2,True,False,9,Monday,False,False
2024-01-01 09:59:05,john.smith,download,Engineering,73,San Francisco,laptop_2,True,False,9,Monday,False,False
2024-01-01 10:00:58,john.smith,login,Engineering,0,San Francisco,laptop_1,True,False,10,Monday,False,False
2024-01-01 10:03:57,charlie.brown,file_access,IT,0,NYC,laptop_3,True,False,10,Monday,False,False
2024-01-01 10:04:12,bob.johnson,download,Finance,17,NYC,laptop_2,True,False,10,Monday,False,False
2024-01-01 10:06:17,charlie.brown,login,IT,0,NYC,laptop_3,True,False,10,Monday,False,False
2024-01-01 10:08:40,bob.johnson,email_sent,Finance,0,San Francisco,laptop_2,True,False,10,Monday,False,False
2024-01-01 10:12:35,bob.johnson,email_sent,Finance,0,NYC,laptop_2,True,False,10,Monday,False,False
2024-01-01 10:13:30,john.smith,login,Engineering,0,NYC,laptop_3,True,False,10,Monday,False,False
2024-01-01 10:14:03,charlie.brown,login,IT,0,NYC,laptop_1,True,False,10,Monday,False,False
2024-01-01 10:14:18,john.smith,login,Engineering,0,NYC,laptop_1,True,False,10,Monday,False,False
2024-01-01 10:15:54,jane.doe,file_access,HR,0,London,laptop_2,True,False,10,Monday,False,False
2024-01-01 10:18:41,charlie.brown,file_access,IT,0,London,laptop_3,True,False,10,Monday,False,False
2024-01-01 10:19:59,charlie.brown,login,IT,0,London,laptop_3,True,False,10,Monday,False,False
2024-01-01 10:20:44,bob.johnson,login,Finance,0,London,laptop_2,True,False,10,Monday,False,False
2024-01-01 10:21:41,charlie.brown,email_sent,IT,0,San Francisco,laptop_3,True,False,10,Monday,False,False
2024-01-01 10:22:11,jane.doe,login,HR,0,London,laptop_3,True,False,10,Monday,False,False
2024-01-01 10:23:49,alice.williams,file_access,HR,0,San Francisco,laptop_1,True,False,10,Monday,False,False
2024-01-01 10:26:01,jane.doe,login,HR,0,San Francisco,laptop_1,True,False,10,Monday,False,False
2024-01-01 10:26:06,charlie.brown,download,IT,83,San Francisco,laptop_3,True,False,10,Monday,False,False
2024-01-01 10:26:23,jane.doe,download,HR,31,San Francisco,laptop_1,True,False,10,Monday,False,False
2024-01-01 10:30:08,alice.williams,email_sent,HR,0,London,laptop_2,True,False,10,Monday,False,False
2024-01-01 10:30:27,john.smith,login,Engineering,0,London,laptop_3,True,False,10,Monday,False,False
2024-01-01 10:32:02,john.smith,login,Engineering,0,London,laptop_1,True,False,10,Monday,False,False
2024-01-01 10:32:06,jane.doe,email_sent,HR,0,London,laptop_2,True,False,10,Monday,False,False
2024-01-01 10:32:26,charlie.brown,login,IT,0,San Francisco,laptop_1,True,False,10,Monday,False,False
2024-01-01 10:36:22,charlie.brown,file_access,IT,0,NYC,laptop_1,True,False,10,Monday,False,False
2024-01-01 10:43:24,charlie.brown,download,IT,2,London,laptop_2,True,False,10,Monday,False,False
2024-01-01 10:43:42,alice.williams,email_sent,HR,0,NYC,laptop_2,True,False,10,Monday,False,False
2024-01-01 10:43:58,charlie.brown,download,IT,86,London,laptop_1,True,False,10,Monday,False,False
2024-01-01 10:47:02,alice.williams,download,HR,67,San Francisco,laptop_2,True,False,10,Monday,False,False
2024-01-01 10:47:13,charlie.brown,file_access,IT,0,NYC,laptop_3,True,False,10,Monday,False,False
2024-01-01 10:48:13,john.smith,email_sent,Engineering,0,London,laptop_2,True,False,10,Monday,False,False
2024-01-01 10:48:58,alice.williams,file_access,HR,0,London,laptop_2,True,False,10,Monday,False,False
2024-01-01 10:49:09,charlie.brown,file_access,IT,0,London,laptop_3,True,False,10,Monday,False,False
2024-01-01 10:49:30,john.smith,download,Engineering,6,NYC,laptop_1,True,False,10,Monday,False,False
2024-01-01 10:50:24,charlie.brown,download,IT,56,London,laptop_3,True,False,10,Monday,False,False
2024-01-01 10:51:08,charlie.brown,login,IT,0,NYC,laptop_1,True,False,10,Monday,False,False
2024-01-01 10:54:21,john.smith,login,Engineering,0,London,laptop_1,True,False,10,Monday,False,False
2024-01-01 10:55:13,charlie.brown,login,IT,0,London,laptop_1,True,False,10,Monday,False,False
2024-01-01 10:56:10,bob.johnson,login,Finance,0,San Francisco,laptop_1,True,False,10,Monday,False,False
2024-01-01 10:58:39,jane.doe,login,HR,0,San Francisco,laptop_2,True,False,10,Monday,False,False
2024-01-01 11:06:09,bob.johnson,login,Finance,0,San Francisco,laptop_1,True,False,11,Monday,False,False
2024-01-01 11:06:15,bob.johnson,email_sent,Finance,0,London,laptop_3,True,False,11,Monday,False,False
2024-01-01 11:06:55,charlie.brown,download,IT,55,NYC,laptop_1,True,False,11,Monday,False,False
2024-01-01 11:07:49,charlie.brown,login,IT,0,London,laptop_3,True,False,11,Monday,False,False
2024-01-01 11:08:21,john.smith,download,Engineering,74,NYC,laptop_1,True,False,11,Monday,False,False
2024-01-01 11:15:11,bob.johnson,download,Finance,44,London,laptop_1,True,False,11,Monday,False,False
2024-01-01 11:17:03,alice.williams,email_sent,HR,0,NYC,laptop_1,True,False,11,Monday,False,False
2024-01-01 11:19:12,jane.doe,download,HR,57,NYC,laptop_2,True,False,11,Monday,False,False
2024-01-01 11:19:44,jane.doe,login,HR,0,NYC,laptop_2,True,False,11,Monday,False,False
2024-01-01 11:20:38,bob.johnson,email_sent,Finance,0,San Francisco,laptop_2,True,False,11,Monday,False,False
2024-01-01 11:23:44,jane.doe,file_access,HR,0,London,laptop_2,True,False,11,Monday,False,False
2024-01-01 11:24:07,john.smith,file_access,Engineering,0,San Francisco,laptop_1,True,False,11,Monday,False,False
2024-01-01 11:24:26,charlie.brown,download,IT,10,San Francisco,laptop_3,True,False,11,Monday,False,False
2024-01-01 11:26:13,bob.johnson,login,Finance,0,San Francisco,laptop_1,True,False,11,Monday,False,False
2024-01-01 11:26:13,jane.doe,login,HR,0,London,laptop_3,True,False,11,Monday,False,False
2024-01-01 11:27:20,jane.doe,email_sent,HR,0,London,laptop_3,True,False,11,Monday,False,False
2024-01-01 11:28:09,jane.doe,email_sent,HR,0,London,laptop_1,True,False,11,Monday,False,False
2024-01-01 11:30:08,jane.doe,login,HR,0,NYC,laptop_3,True,False,11,Monday,False,False
2024-01-01 11:30:57,john.smith,login,Engineering,0,NYC,laptop_2,True,False,11,Monday,False,False
2024-01-01 11:35:23,alice.williams,download,HR,36,London,laptop_3,True,False,11,Monday,False,False
2024-01-01 11:35:37,jane.doe,email_sent,HR,0,NYC,laptop_1,True,False,11,Monday,False,False
2024-01-01 11:40:34,jane.doe,login,HR,0,San Francisco,laptop_1,True,False,11,Monday,False,False
2024-01-01 11:40:57,bob.johnson,login,Finance,0,London,laptop_2,True,False,11,Monday,False,False
2024-01-01 11:41:59,jane.doe,download,HR,94,NYC,laptop_2,True,False,11,Monday,False,False
2024-01-01 11:43:01,charlie.brown,login,IT,0,London,laptop_3,True,False,11,Monday,False,False
2024-01-01 11:45:03,bob.johnson,email_sent,Finance,0,San Francisco,laptop_1,True,False,11,Monday,False,False
2024-01-01 11:45:46,john.smith,email_sent,Engineering,0,San Francisco,laptop_1,True,False,11,Monday,False,False
2024-01-01 11:47:21,bob.johnson,email_sent,Finance,0,London,laptop_3,True,False,11,Monday,False,False
2024-01-01 11:49:15,alice.williams,download,HR,50,NYC,laptop_3,True,False,11,Monday,False,False
2024-01-01 11:52:50,jane.doe,file_access,HR,0,London,laptop_3,True,False,11,Monday,False,False
2024-01-01 11:52:50,bob.johnson,email_sent,Finance,0,San Francisco,laptop_2,True,False,11,Monday,False,False
2024-01-01 11:54:36,charlie.brown,file_access,IT,0,NYC,laptop_2,True,False,11,Monday,False,False
2024-01-01 11:56:13,jane.doe,login,HR,0,San Francisco,laptop_3,True,False,11,Monday,False,False
2024-01-01 11:57:09,john.smith,login,Engineering,0,London,laptop_2,True,False,11,Monday,False,False
2024-01-01 11:58:10,john.smith,file_access,Engineering,0,San Francisco,laptop_3,True,False,11,Monday,False,False
2024-01-01 11:58:14,alice.williams,login,HR,0,NYC,laptop_2,True,False,11,Monday,False,False
2024-01-01 12:00:42,bob.johnson,login,Finance,0,NYC,laptop_3,True,False,12,Monday,False,False
2024-01-01 12:01:01,john.smith,email_sent,Engineering,0,NYC,laptop_1,True,False,12,Monday,False,False
2024-01-01 12:02:37,alice.williams,download,HR,89,London,laptop_1,True,False,12,Monday,False,False
2024-01-01 12:03:34,john.smith,login,Engineering,0,London,laptop_1,True,False,12,Monday,False,False
2024-01-01 12:03:59,jane.doe,file_access,HR,0,NYC,laptop_2,True,False,12,Monday,False,False
2024-01-01 12:07:08,jane.doe,download,HR,37,San Francisco,laptop_3,True,False,12,Monday,False,False
2024-01-01 12:08:51,alice.williams,email_sent,HR,0,NYC,laptop_2,True,False,12,Monday,False,False
2024-01-01 12:12:19,bob.johnson,login,Finance,0,London,laptop_3,True,False,12,Monday,False,False
2024-01-01 12:18:43,jane.doe,login,HR,0,NYC,laptop_2,True,False,12,Monday,False,False
2024-01-01 12:20:08,john.smith,file_access,Engineering,0,NYC,laptop_3,True,False,12,Monday,False,False
2024-01-01 12:21:39,alice.williams,email_sent,HR,0,London,laptop_1,True,False,12,Monday,False,False
2024-01-01 12:23:31,bob.johnson,file_access,Finance,0,London,laptop_2,True,False,12,Monday,False,False
2024-01-01 12:25:02,jane.doe,login,HR,0,NYC,laptop_1,True,False,12,Monday,False,False
2024-01-01 12:26:12,jane.doe,email_sent,HR,0,San Francisco,laptop_2,True,False,12,Monday,False,False
2024-01-01 12:28:18,alice.williams,login,HR,0,NYC,laptop_2,True,False,12,Monday,False,False
2024-01-01 12:30:09,jane.doe,email_sent,HR,0,London,laptop_3,True,False,12,Monday,False,False
2024-01-01 12:30:34,jane.doe,login,HR,0,San Francisco,laptop_1,True,False,12,Monday,False,False
2024-01-01 12:31:25,bob.johnson,file_access,Finance,0,San Francisco,laptop_3,True,False,12,Monday,False,False
2024-01-01 12:32:33,jane.doe,file_access,HR,0,London,laptop_2,True,False,12,Monday,False,False
2024-01-01 12:35:13,charlie.brown,file_access,IT,0,NYC,laptop_3,True,False,12,Monday,False,False
2024-01-01 12:37:56,bob.johnson,login,Finance,0,NYC,laptop_3,True,False,12,Monday,False,False
2024-01-01 12:39:39,charlie.brown,download,IT,66,London,laptop_1,True,False,12,Monday,False,False
2024-01-01 12:39:40,alice.williams,email_sent,HR,0,NYC,laptop_3,True,False,12,Monday,False,False
2024-01-01 12:40:12,charlie.brown,email_sent,IT,0,San Francisco,laptop_1,True,False,12,Monday,False,False
2024-01-01 12:40:21,jane.doe,download,HR,88,London,laptop_3,True,False,12,Monday,False,False
2024-01-01 12:41:00,john.smith,login,Engineering,0,London,laptop_2,True,False,12,Monday,False,False
2024-01-01 12:42:33,bob.johnson,download,Finance,98,NYC,laptop_2,True,False,12,Monday,False,False
2024-01-01 12:43:00,charlie.brown,file_access,IT,0,NYC,laptop_3,True,False,12,Monday,False,False
2024-01-01 12:43:54,charlie.brown,login,IT,0,London,laptop_3,True,False,12,Monday,False,False
2024-01-01 12:45:25,charlie.brown,file_access,IT,0,London,laptop_2,True,False,12,Monday,False,False
2024-01-01 12:47:06,alice.williams,login,HR,0,London,laptop_2,True,False,12,Monday,False,False
2024-01-01 12:49:57,john.smith,file_access,Engineering,0,San Francisco,laptop_3,True,False,12,Monday,False,False
2024-01-01 12:51:34,john.smith,download,Engineering,25,NYC,laptop_3,True,False,12,Monday,False,False
2024-01-01 12:52:44,john.smith,email_sent,Engineering,0,NYC,laptop_1,True,False,12,Monday,False,False
2024-01-01 12:52:55,charlie.brown,file_access,IT,0,NYC,laptop_1,True,False,12,Monday,False,False
2024-01-01 12:54:42,alice.williams,download,HR,30,San Francisco,laptop_1,True,False,12,Monday,False,False
2024-01-01 12:55:40,alice.williams,login,HR,0,NYC,laptop_1,True,False,12,Monday,False,False
2024-01-01 12:57:28,bob.johnson,download,Finance,67,London,laptop_1,True,False,12,Monday,False,False
2024-01-01 13:01:00,charlie.brown,login,IT,0,London,laptop_1,True,False,13,Monday,False,False
2024-01-01 13:01:39,bob.johnson,email_sent,Finance,0,NYC,laptop_1,True,False,13,Monday,False,False
2024-01-01 13:02:51,jane.doe,login,HR,0,London,laptop_3,True,False,13,Monday,False,False
2024-01-01 13:09:40,jane.doe,download,HR,75,NYC,laptop_3,True,False,13,Monday,False,False
2024-01-01 13:10:22,alice.williams,file_access,HR,0,San Francisco,laptop_3,True,False,13,Monday,False,False
2024-01-01 13:13:53,john.smith,file_access,Engineering,0,San Francisco,laptop_1,True,False,13,Monday,False,False
2024-01-01 13:14:13,alice.williams,download,HR,34,San Francisco,laptop_3,True,False,13,Monday,False,False
2024-01-01 13:15:13,alice.williams,login,HR,0,San Francisco,laptop_2,True,False,13,Monday,False,False
2024-01-01 13:18:24,john.smith,file_access,Engineering,0,San Francisco,laptop_2,True,False,13,Monday,False,False
2024-01-01 13:19:10,jane.doe,file_access,HR,0,San Francisco,laptop_3,True,False,13,Monday,False,False
2024-01-01 13:19:13,charlie.brown,file_access,IT,0,San Francisco,laptop_1,True,False,13,Monday,False,False
2024-01-01 13:19:16,charlie.brown,download,IT,48,NYC,laptop_1,True,False,13,Monday,False,False
2024-01-01 13:21:58,john.smith,login,Engineering,0,London,laptop_3,True,False,13,Monday,False,False
2024-01-01 13:24:03,john.smith,file_access,Engineering,0,London,laptop_1,True,False,13,Monday,False,False
2024-01-01 13:24:27,jane.doe,file_access,HR,0,London,laptop_3,True,False,13,Monday,False,False
2024-01-01 13:26:14,bob.johnson,email_sent,Finance,0,San Francisco,laptop_2,True,False,13,Monday,False,False
2024-01-01 13:29:31,john.smith,download,Engineering,70,NYC,laptop_3,True,False,13,Monday,False,False
2024-01-01 13:31:14,jane.doe,file_access,HR,0,NYC,laptop_1,True,False,13,Monday,False,False
2024-01-01 13:31:21,charlie.brown,email_sent,IT,0,NYC,laptop_3,True,False,13,Monday,False,False
2024-01-01 13:31:53,jane.doe,login,HR,0,San Francisco,laptop_1,True,False,13,Monday,False,False
2024-01-01 13:33:28,alice.williams,email_sent,HR,0,San Francisco,laptop_2,True,False,13,Monday,False,False
2024-01-01 13:33:48,alice.williams,file_access,HR,0,NYC,laptop_1,True,False,13,Monday,False,False
2024-01-01 13:35:53,alice.williams,file_access,HR,0,London,laptop_2,True,False,13,Monday,False,False
2024-01-01 13:39:28,alice.williams,download,HR,27,London,laptop_3,True,False,13,Monday,False,False
2024-01-01 13:43:30,bob.johnson,file_access,Finance,0,London,laptop_1,True,False,13,Monday,False,False
2024-01-01 13:43:54,bob.johnson,email_sent,Finance,0,London,laptop_3,True,False,13,Monday,False,False
2024-01-01 13:45:34,jane.doe,file_access,HR,0,San Francisco,laptop_1,True,False,13,Monday,False,False
2024-01-01 13:46:57,charlie.brown,login,IT,0,NYC,laptop_2,True,False,13,Monday,False,False
2024-01-01 13:47:29,alice.williams,email_sent,HR,0,NYC,laptop_2,True,False,13,Monday,False,False
2024-01-01 13:49:32,john.smith,email_sent,Engineering,0,London,laptop_3,True,False,13,Monday,False,False
2024-01-01 13:49:48,john.smith,email_sent,Engineering,0,San Francisco,laptop_1,True,False,13,Monday,False,False
2024-01-01 13:51:57,alice.williams,email_sent,HR,0,NYC,laptop_1,True,False,13,Monday,False,False
2024-01-01 13:53:14,jane.doe,download,HR,47,NYC,laptop_2,True,False,13,Monday,False,False
2024-01-01 14:02:26,jane.doe,login,HR,0,London,laptop_2,True,False,14,Monday,False,False
2024-01-01 14:03:28,alice.williams,email_sent,HR,0,San Francisco,laptop_1,True,False,14,Monday,False,False
2024-01-01 14:10:15,charlie.brown,login,IT,0,San Francisco,laptop_3,True,False,14,Monday,False,False
2024-01-01 14:10:50,alice.williams,email_sent,HR,0,London,laptop_1,True,False,14,Monday,False,False
2024-01-01 14:12:12,bob.johnson,download,Finance,79,NYC,laptop_3,True,False,14,Monday,False,False
2024-01-01 14:13:54,jane.doe,login,HR,0,San Francisco,laptop_3,True,False,14,Monday,False,False
2024-01-01 14:15:10,john.smith,login,Engineering,0,London,laptop_3,True,False,14,Monday,False,False
2024-01-01 14:16:24,alice.williams,login,HR,0,San Francisco,laptop_1,True,False,14,Monday,False,False
2024-01-01 14:18:43,john.smith,login,Engineering,0,San Francisco,laptop_2,True,False,14,Monday,False,False
2024-01-01 14:21:26,alice.williams,download,HR,45,San Francisco,laptop_3,True,False,14,Monday,False,False
2024-01-01 14:23:02,bob.johnson,download,Finance,66,NYC,laptop_2,True,False,14,Monday,False,False
2024-01-01 14:24:43,alice.williams,login,HR,0,London,laptop_1,True,False,14,Monday,False,False
2024-01-01 14:26:55,jane.doe,email_sent,HR,0,NYC,laptop_3,True,False,14,Monday,False,False
2024-01-01 14:28:47,alice.williams,download,HR,14,NYC,laptop_1,True,False,14,Monday,False,False
2024-01-01 14:29:35,alice.williams,file_access,HR,0,NYC,laptop_1,True,False,14,Monday,False,False
2024-01-01 14:29:51,jane.doe,email_sent,HR,0,NYC,laptop_3,True,False,14,Monday,False,False
2024-01-01 14:30:27,john.smith,file_access,Engineering,0,London,laptop_3,True,False,14,Monday,False,False
2024-01-01 14:30:44,charlie.brown,download,IT,64,London,laptop_2,True,False,14,Monday,False,False
2024-01-01 14:31:54,alice.williams,email_sent,HR,0,NYC,laptop_2,True,False,14,Monday,False,False
2024-01-01 14:33:37,bob.johnson,file_access,Finance,0,NYC,laptop_1,True,False,14,Monday,False,False
2024-01-01 14:34:10,alice.williams,download,HR,52,London,laptop_3,True,False,14,Monday,False,False
2024-01-01 14:35:03,bob.johnson,login,Finance,0,NYC,laptop_3,True,False,14,Monday,False,False
2024-01-01 14:35:07,john.smith,file_access,Engineering,0,San Francisco,laptop_2,True,False,14,Monday,False,False
2024-01-01 14:36:16,alice.williams,download,HR,24,NYC,laptop_2,True,False,14,Monday,False,False
2024-01-01 14:36:27,charlie.brown,login,IT,0,London,laptop_2,True,False,14,Monday,False,False
2024-01-01 14:36:30,alice.williams,download,HR,45,NYC,laptop_3,True,False,14,Monday,False,False
2024-01-01 14:37:35,john.smith,file_access,Engineering,0,London,laptop_1,True,False,14,Monday,False,False
2024-01-01 14:39:20,charlie.brown,download,IT,99,London,laptop_2,True,False,14,Monday,False,False
2024-01-01 14:39:48,charlie.brown,email_sent,IT,0,NYC,laptop_3,True,False,14,Monday,False,False
2024-01-01 14:42:03,bob.johnson,email_sent,Finance,0,San Francisco,laptop_3,True,False,14,Monday,False,False
2024-01-01 14:42:59,john.smith,email_sent,Engineering,0,London,laptop_2,True,False,14,Monday,False,False
2024-01-01 14:45:55,bob.johnson,file_access,Finance,0,London,laptop_2,True,False,14,Monday,False,False
2024-01-01 14:46:27,charlie.brown,download,IT,35,London,laptop_2,True,False,14,Monday,False,False
2024-01-01 14:52:17,bob.johnson,file_access,Finance,0,London,laptop_2,True,False,14,Monday,False,False
2024-01-01 14:54:53,alice.williams,download,HR,23,San Francisco,laptop_3,True,False,14,Monday,False,False
2024-01-01 14:58:44,alice.williams,file_access,HR,0,London,laptop_1,True,False,14,Monday,False,False
2024-01-01 15:00:24,charlie.brown,download,IT,65,London,laptop_3,True,False,15,Monday,False,False
2024-01-01 15:02:50,bob.johnson,file_access,Finance,0,London,laptop_1,True,False,15,Monday,False,False
2024-01-01 15:07:02,alice.williams,login,HR,0,NYC,laptop_3,True,False,15,Monday,False,False
2024-01-01 15:07:52,alice.williams,login,HR,0,London,laptop_1,True,False,15,Monday,False,False
2024-01-01 15:10:11,john.smith,email_sent,Engineering,0,NYC,laptop_2,True,False,15,Monday,False,False
2024-01-01 15:10:32,john.smith,email_sent,Engineering,0,London,laptop_3,True,False,15,Monday,False,False
2024-01-01 15:15:02,jane.doe,file_access,HR,0,London,laptop_3,True,False,15,Monday,False,False
2024-01-01 15:15:51,alice.williams,download,HR,14,San Francisco,laptop_1,True,False,15,Monday,False,False
2024-01-01 15:18:07,alice.williams,download,HR,38,London,laptop_3,True,False,15,Monday,False,False
2024-01-01 15:21:05,bob.johnson,download,Finance,33,London,laptop_1,True,False,15,Monday,False,False
2024-01-01 15:21:14,bob.johnson,download,Finance,95,NYC,laptop_2,True,False,15,Monday,False,False
2024-01-01 15:23:46,alice.williams,email_sent,HR,0,San Francisco,laptop_2,True,False,15,Monday,False,False
2024-01-01 15:23:50,alice.williams,file_access,HR,0,London,laptop_2,True,False,15,Monday,False,False
2024-01-01 15:28:12,bob.johnson,download,Finance,23,NYC,laptop_2,True,False,15,Monday,False,False
2024-01-01 15:28:20,bob.johnson,email_sent,Finance,0,London,laptop_1,True,False,15,Monday,False,False
2024-01-01 15:31:06,john.smith,file_access,Engineering,0,London,laptop_2,True,False,15,Monday,False,False
2024-01-01 15:31:28,jane.doe,file_access,HR,0,NYC,laptop_2,True,False,15,Monday,False,False
2024-01-01 15:34:50,john.smith,email_sent,Engineering,0,San Francisco,laptop_3,True,False,15,Monday,False,False
2024-01-01 15:36:03,john.smith,download,Engineering,99,London,laptop_1,True,False,15,Monday,False,False
2024-01-01 15:37:19,john.smith,login,Engineering,0,London,laptop_3,True,False,15,Monday,False,False
2024-01-01 15:37:43,john.smith,email_sent,Engineering,0,London,laptop_1,True,False,15,Monday,False,False
2024-01-01 15:39:22,bob.johnson,file_access,Finance,0,London,laptop_2,True,False,15,Monday,False,False
2024-01-01 15:42:12,bob.johnson,file_access,Finance,0,San Francisco,laptop_1,True,False,15,Monday,False,False
2024-01-01 15:44:10,john.smith,login,Engineering,0,NYC,laptop_3,True,False,15,Monday,False,False
2024-01-01 15:45:13,alice.williams,file_access,HR,0,San Francisco,laptop_3,True,False,15,Monday,False,False
2024-01-01 15:45:26,alice.williams,file_access,HR,0,London,laptop_3,True,False,15,Monday,False,False
2024-01-01 15:45:33,bob.johnson,email_sent,Finance,0,London,laptop_3,True,False,15,Monday,False,False
2024-01-01 15:45:51,alice.williams,download,HR,37,London,laptop_3,True,False,15,Monday,False,False
2024-01-01 15:47:39,alice.williams,file_access,HR,0,San Francisco,laptop_3,True,False,15,Monday,False,False
2024-01-01 15:49:01,charlie.brown,download,IT,49,NYC,laptop_2,True,False,15,Monday,False,False
2024-01-01 15:49:09,charlie.brown,email_sent,IT,0,NYC,laptop_3,True,False,15,Monday,False,False
2024-01-01 15:49:12,alice.williams,email_sent,HR,0,London,laptop_3,True,False,15,Monday,False,False
2024-01-01 15:51:24,charlie.brown,login,IT,0,San Francisco,laptop_3,True,False,15,Monday,False,False
2024-01-01 15:52:26,jane.doe,file_access,HR,0,NYC,laptop_3,True,False,15,Monday,False,False
2024-01-01 15:53:12,john.smith,download,Engineering,83,London,laptop_3,True,False,15,Monday,False,False
2024-01-01 15:54:36,alice.williams,download,HR,89,NYC,laptop_3,True,False,15,Monday,False,False
2024-01-01 15:55:33,jane.doe,email_sent,HR,0,San Francisco,laptop_2,True,False,15,Monday,False,False
2024-01-01 15:55:37,jane.doe,file_access,HR,0,NYC,laptop_1,True,False,15,Monday,False,False
2024-01-01 15:57:34,john.smith,file_access,Engineering,0,NYC,laptop_3,True,False,15,Monday,False,False
2024-01-01 15:58:31,alice.williams,email_sent,HR,0,NYC,laptop_1,True,False,15,Monday,False,False
2024-01-01 16:01:43,bob.johnson,email_sent,Finance,0,San Francisco,laptop_3,True,False,16,Monday,False,False
2024-01-01 16:03:18,alice.williams,login,HR,0,London,laptop_1,True,False,16,Monday,False,False
2024-01-01 16:03:30,alice.williams,login,HR,0,London,laptop_1,True,False,16,Monday,False,False
2024-01-01 16:07:07,alice.williams,email_sent,HR,0,San Francisco,laptop_3,True,False,16,Monday,False,False
2024-01-01 16:08:16,charlie.brown,email_sent,IT,0,NYC,laptop_2,True,False,16,Monday,False,False
